 First iteration    1409.9559215876691             1130   1.2477486031749283     
After minimisation    1362.22  1130     1.206

  Partial chi2s 
Dataset    1    452.84   377  HERA1+2 NCep 920                                
Dataset    2     68.14    70  HERA1+2 NCep 820                                
Dataset    3    229.63   254  HERA1+2 NCep 575                                
Dataset    4    221.67   204  HERA1+2 NCep 460                                
Dataset    5    216.73   159  HERA1+2 NCem                                    
Dataset    6     44.51    39  HERA1+2 CCep                                    
Dataset    7     44.63    42  HERA1+2 CCem                                    

 Correlated Chi2    84.070060555560701     
 Systematic shifts          169
  
                                Name          Shift   +/-    Error          Type
  135  sysHZComb1135                         -1.1161   +/-   0.8176        :N:M:D
  136  sysHZComb1136                          0.2931   +/-   0.8769        :N:M:D
  137  sysHZComb1137                         -0.2857   +/-   0.8838        :N:M:D
  138  sysHZComb1138                          0.4585   +/-   0.9199        :N:M:D
  139  sysHZComb1139                         -0.7815   +/-   0.9425        :N:M:D
  140  sysHZComb1140                         -0.1214   +/-   0.9577        :N:M:D
  141  sysHZComb1141                         -0.1810   +/-   0.9710        :N:M:D
  142  sysHZComb1142                          1.0846   +/-   0.8613        :N:M:D
  143  sysHZComb1143                          0.4662   +/-   0.8555        :N:M:D
  144  sysHZComb1144                          1.7091   +/-   0.8404        :N:M:D
  145  sysHZComb1145                          0.3790   +/-   0.9861        :N:M:D
  146  sysHZComb1146                          0.2626   +/-   0.9897        :N:M:D
  147  sysHZComb1147                          0.8616   +/-   0.8027        :N:M:D
  148  sysHZComb1148                         -0.5054   +/-   0.7924        :N:M:D
  149  sysHZComb1149                          0.5976   +/-   0.7687        :N:M:D
  150  sysHZComb1150                         -0.5100   +/-   0.7865        :N:M:D
  151  sysHZComb1151                          0.1796   +/-   0.9634        :N:M:D
  152  sysHZComb1152                          0.9203   +/-   0.7335        :N:M:D
  153  sysHZComb1153                         -1.4770   +/-   0.8338        :N:M:D
  154  sysHZComb1154                         -0.1039   +/-   0.8100        :N:M:D
  155  sysHZComb1155                          1.0721   +/-   0.8137        :N:M:D
  156  sysHZComb1156                         -0.0071   +/-   0.9152        :N:M:D
  157  sysHZComb1157                          1.3932   +/-   0.7261        :N:M:D
  158  sysHZComb1158                          0.1857   +/-   0.7989        :N:M:D
  159  sysHZComb1159                         -0.0322   +/-   1.0000        :N:M:D
  160  sysHZComb1160                         -0.0220   +/-   0.8818        :N:M:D
  161  sysHZComb1161                          0.8019   +/-   0.8415        :N:M:D
  162  sysHZComb1162                          0.7602   +/-   0.8881        :N:M:D
  163  proc_nrl                               0.1812   +/-   0.3879        :N:M:D
  164  proc_tb21                             -2.6209   +/-   0.6695        :N:M:D
  165  proc_tb22                             -1.5120   +/-   0.3050        :N:M:D
  166  proc_tb23                             -0.4707   +/-   0.4352        :N:M:D
  167  proc_tb24                             -0.6036   +/-   0.4089        :N:M:D
  168  proc_gp                                0.0837   +/-   0.4523        :N:M:D
  169  proc_had                               0.6913   +/-   0.5365        :N:M:D
